variant,doors,policy,iterations,exact_p,mae,rmse,q10,q50,q90
banana,20,Random Switch,30,0.05,0.03241666666666667,0.04027681991198191,0.0,0.03333333333333333,0.1
banana,20,Random Switch,100,0.05,0.01705,0.021459263733874936,0.02,0.05,0.08
banana,20,Random Switch,300,0.05,0.009483333333333333,0.011853269591129699,0.03333333333333333,0.05,0.06666666666666667
banana,20,Random Switch,1000,0.05,0.00569,0.0071805292284064974,0.043,0.051,0.059
banana,20,Random Switch,3000,0.05,0.002975833333333333,0.0036653406693269623,0.04466666666666667,0.049666666666666665,0.05466666666666667
banana,20,Random Switch,10000,0.05,0.0017372499999999999,0.0021595196225086726,0.0473,0.0502,0.0528
banana,20,Random Switch,30000,0.05,0.0010069166666666668,0.0012532258375887405,0.048266666666666666,0.05,0.051603333333333334
banana,20,Random Switch,100000,0.05,0.0005392999999999998,0.0006696887336666191,0.04912,0.05007,0.05094
banana,100,Stick,10,0.01,0.017850000000000005,0.03049590136395381,0.0,0.0,0.0
banana,100,Stick,30,0.01,0.015066666666666666,0.018348478592697177,0.0,0.0,0.03333333333333333
banana,100,Stick,100,0.01,0.007525,0.010037429949942367,0.0,0.01,0.02
banana,100,Stick,300,0.01,0.005016666666666667,0.006429100507328636,0.0033333333333333335,0.01,0.02
banana,100,Stick,1000,0.01,0.00243,0.003039736830714133,0.006,0.01,0.014
banana,100,Stick,3000,0.01,0.0014966666666666668,0.0018834070782022198,0.007666666666666666,0.01,0.012333333333333333
banana,100,Stick,10000,0.01,0.0008165,0.0010332956982393763,0.0088,0.0101,0.011310000000000002
banana,100,Stick,30000,0.01,0.00044549999999999993,0.0005489231883120503,0.009363333333333335,0.010066666666666666,0.010766666666666667
banana,100,Stick,100000,0.01,0.000241425,0.00030277425584088224,0.00962,0.010035,0.01039
banana,100,Random Switch,10,0.01,0.017850000000000005,0.03049590136395381,0.0,0.0,0.0
banana,100,Random Switch,30,0.01,0.01425,0.018618986725025256,0.0,0.0,0.03333333333333333
banana,100,Random Switch,100,0.01,0.006975,0.009656603957913984,0.0,0.01,0.02
banana,100,Random Switch,300,0.01,0.004725,0.005941847823325296,0.0033333333333333335,0.01,0.02
banana,100,Random Switch,1000,0.01,0.0025475000000000003,0.003185514087239295,0.006,0.01,0.014100000000000022
banana,100,Random Switch,3000,0.01,0.0014216666666666666,0.0018138357147217054,0.007666666666666666,0.01,0.012333333333333333
banana,100,Random Switch,10000,0.01,0.0008244999999999999,0.0010151847122568385,0.0087,0.0099,0.0114
banana,100,Random Switch,30000,0.01,0.00045266666666666665,0.0005814063409813599,0.0093,0.01,0.010666666666666666
banana,100,Random Switch,100000,0.01,0.0002570250000000001,0.0003177746843283776,0.009578,0.01,0.010401
